图层_1,18.008674,120.31933,953.99323,754.79942
_x23_background,169.40526,120.31933,779.29595,622.19767
_x23_wild_x28_have_x5B_plant_x2C_beach_x2C_sun_x5D__x29_,24.793287,202.30005,947.20862,672.8187
path5,47.793287,587.28457,924.20862,197.43418
path7,24.793287,677.68457,924.20862,197.43418
circle9,639.30001,202.30005,117.6,117.6
path11,705.36651,521.91381,73.930524,93.286191
path13,721.29616,525.70291,48.833113,89.510728
path15,758.24728,418.72687,22.195844,196.45589
path17,755.16946,376.06946,27.230537,43.830537
path19,777.5,411.91342,29.107134,37.486581
path21,771.6,477.93125,39.003754,27.291118
path23,759.3,533.00045,36.574718,30.599554
path25,744.10767,426.90767,35.292328,34.692328
path27,726.31096,487.61096,40.689043,28.111411
path29,722.9742,551.8742,37.925799,31.625799
path31,755.16946,376.06946,27.230537,43.830537
path33,777.5,411.91342,29.107134,37.486581
path35,771.6,477.93125,39.003754,27.291118
path37,759.3,533.00045,36.574718,30.599554
path39,744.10767,426.90767,35.292328,34.692328
path41,726.31096,487.61096,40.689043,28.111411
path43,722.9742,551.8742,37.925799,31.625799
path45,810.24728,439.52687,22.195844,196.45589
path47,807.2,398.56946,27.2,42.030537
path49,829.5,431.20403,30.095969,38.995969
path51,823.6,497.91096,40.689043,28.111411
path53,811.4,553.80045,36.546554,30.599554
path55,796.20767,447.70767,35.292328,34.692328
path57,779.95796,509.13125,39.042039,27.291118
path59,775.0742,572.5742,37.925799,31.625799
path61,407,223.9,54.9,21
path63,719.9,295.5,54.904445,21
path65,453.9,316.8,54.9,21
_x23_group_x28_have_x5B_man_x28_sit_x2C_hold_x29__x2C_woman_x28_lie_x2C_talk_x29__x5D__x29_,18.008674,261.1,679.98416,467.99095
g77,301.8,277.5,0.42601296,1.7
path75,301.8,277.5,0.42601296,1.7
g88,301.8,276.6,0.42601296,1.7
path86,301.8,276.6,0.42601296,1.7
path97,18.008674,261.1,679.98416,467.99095
g108,355.26077,469.99479,25.039233,43.105214
path106,355.26077,469.99479,25.039233,43.105214
g119,332.2,385.9,0,0
path117,332.2,385.9,0,0
path121,457.1,574.5,205.91721,103.37867
path123,347.1,528.02463,174.8,123.27537
path125,347.1,526.32463,174.8,123.27537
path127,393.1451,490.82163,70.477227,83.678366
path129,234.9589,350.51574,91.741096,131.08426
path131,243.1,350.51574,51,52.584255
circle133,224.39997,305.90005,95.400002,95.400002
path135,193,389.1045,263.5,201.4955
path137,393.0451,490.82163,60.754897,19.778366
path139,194.7,388.3045,263.5,201.4955
path141,206.70481,266.9,126.82019,120.63417
path143,206.70481,266.1,126.82019,120.63417
g153,230.7,388.1,227.3,201.7
path145,332.7,388.1,125.3,120.7
path147,233.2,403.42163,42.6,66.178366
path149,388.7,502.32006,29.3,8.1799423
path151,230.7,468.77421,140.4,121.02579
path155,119.22818,598.0236,108.69835,96.330169
path157,119.12818,598.0236,81.871817,39.676405
path159,97.820132,526.83761,109.47987,110.76239
path161,99.069528,475.5,70.62938,145.55312
path163,99.069528,473.8,70.62938,145.55312
path165,98.585996,415.9,127.04521,88.7
polygon167,183.5,606.8,51.1,26.5
path169,157.18692,437.96619,114.91308,85.333811
path171,211.6,474.80977,69.1,44.210037
path173,223.56212,596.7,103.13788,88.87049
path175,342.9,638.87118,29.8,43.02882
path177,355.7,610.3,335.28196,88.3375
path179,355.7,610.3,335.28196,88.3375
path181,157.18692,437.96619,51.813083,26.483411
circle183,130.6,368.9,93.800003,93.800003
path185,157.9,476.7,169.7,172.7
path187,157,475,169.7,172.7
path189,142.04003,488.10309,183.58134,141.69691
path191,140.34003,486.40309,183.58134,141.69691
path193,25.825728,347.1468,189.09424,226.44884
path195,24.925728,346.2468,189.09424,226.44884
path197,275.40896,481.06658,298.10046,243.05984
g201,275.21146,557.4,184.87137,128.57816
path199,275.21146,557.4,184.87137,128.57816
path203,237.6,544.2,34.2319,12.8
