svg212,17.9,169.9,969.4,616.29998
_x23_background,17.9,169.9,969.4,608.8
g8,17.9,169.9,969.4,608.8
g6,17.9,169.9,969.4,608.8
path4,17.9,169.9,969.4,608.8
_x23_other_x28_have_x5B_windmill_x5D__x29_,59.6,193.51458,901.2,585.18542
g119,59.6,193.51458,901.2,585.18542
g117,59.6,193.51458,901.2,585.18542
g115,59.6,193.51458,901.2,585.18542
path11,475.69884,193.51458,30.040544,167.39113
rect13,482.29999,355.10001,16,34.299999
rect15,484.20001,381.29999,12.4,15.1
path17,478.8,193.51458,11.9,37.985424
path19,482.3,364.1013,16,25.398697
path21,526.21942,412.89617,156.07802,74.320112
rect23,498.48573,401.08451,37.843239,29.41792
rect25,493.07212,399.80333,19.00804,17.76496
path27,644.8,467.2,37.49744,19.916277
path29,498.6,401,28.2,25
path31,298.30256,412.89617,156.07802,74.320112
rect33,444.20126,401.03799,37.843239,29.41792
rect35,468.54546,399.68598,19.00804,17.76496
path37,298.20256,467.2,37.49744,19.916277
path39,453.8,401,28.2,25
polygon41,473.2,407.1,31.5,370.8
circle43,479.79999,392.10001,21,21
path45,718.58553,222.5482,20.28016,113.35275
rect47,722.90002,332,10.8,23.200001
rect49,724.20001,349.70001,8.3999996,10.2
path51,720.5,222.6482,8.1,25.7518
path53,722.9,338.04462,10.9,17.155376
path55,752.58771,371.07048,105.58533,50.377675
rect57,734.03833,363.1081,25.586881,19.877921
rect59,730.29419,362.24748,12.85032,12.0216
path61,833,407.9,25.258625,13.53147
path63,733.9,363.1,19.1,16.8
path65,598.52696,371.07048,105.58533,50.377675
rect67,697.1589,363.0949,25.586881,19.877921
rect69,713.58464,362.19875,12.85032,12.0216
path71,598.44138,407.9,25.258625,13.53147
path73,703.8,363.1,19,16.8
polygon75,716.7,367.1,21.4,254.7
circle77,721.30002,357.00001,14.2,14.2
path79,232.88553,222.6482,20.214474,113.25275
rect81,237.2,332,10.8,23.200001
rect83,238.60001,349.70001,8.3999996,10.2
path85,234.8,222.68418,8.1,25.715824
path87,237.3,338.04462,10.8,17.155376
path89,266.88771,371.07048,105.48533,50.377675
rect91,248.24568,363.07221,25.586881,19.877921
rect93,244.52747,362.19062,12.85032,12.0216
path95,347.2,407.9,25.271644,13.53147
path97,248.1,363.1,19,16.8
path99,112.82696,371.07048,105.48533,50.377675
rect101,211.53469,363.15612,25.586881,19.877921
rect103,227.91392,362.18016,12.85032,12.0216
path105,112.82836,407.9,25.271644,13.53147
path107,218,363.1,19.1,16.8
polygon109,231.1,367.1,21.3,250.9
circle111,235.50001,357.00001,14.2,14.2
path113,59.6,618.50596,901.2,160.19404
_x23_woman_x28_walk_x2C_watch_x29_,91.699997,513.39573,206.60001,272.80424
g209,91.699997,513.39573,206.60001,272.80424
g207,91.699997,513.39573,206.60001,272.80424
g205,91.699997,513.39573,206.60001,272.80424
ellipse122,91.699997,761.99998,206.60001,24.200001
path131,142,513.39573,113.21871,270.60427
path133,217.24152,754.09355,35.945658,21.506453
path135,223.9,758.5,10.42354,9.0040358
path137,144,756.3,35.072854,27.9
path139,151.1,749.9,0.7,0.1
path141,151.1,756.2,15.644444,5.7
path143,217.8,753.99355,16.4,9.6200627
path145,151,642.07347,83.5,120.75907
path147,144,770,25.2,14.2
path149,218,771.4,25.1,4.1
path151,155.4,746.26077,10.2,5.0642305
path153,154.5,749.2,3.8,1.1191602
path155,155.4,751.63609,8.6,2.4835206
path157,226.3,753.3,6.0248642,2.1414214
path159,225.5,756.8,4.1,1.2
path161,218.4668,756.1383,6.333201,1.581086
path163,178.2,699.96189,4.7,1.5381076
path165,178.5,695.7,6.7,1.1
path167,180.8,697.48072,5.9,1.7192763
path169,182.57097,683,11.929031,7.4
path171,216.48394,703.4449,7.4160583,1.185012
path173,184.3,521.5,31.8,31.8
path175,184.20794,541.80318,24.841551,25.664839
path177,180.1,641.80965,49.8,25.237921
path179,166.784,559.56667,64.316,106.20626
path181,210.5,654.7,14.08518,19.476037
path183,211.9,564.9,18.7,45.5
path185,212.3,563.8,18.7,45.5
path187,193.8,563.97778,28.466112,101.02222
path189,195.2,562.77778,28.466112,101.02222
path191,209.9,648.7,5.4,1.9
path193,213.596,652.5,6.3040038,1.5582664
path195,207.7,519.3,2.4,1.7
path197,176,559.56667,35.9,13.122222
path199,184.3,521.5,31.5,31.716417
path201,167.4,514.92879,51.345513,56.815654
path203,167,518.2,51.445408,53.844444
