svg214,-10.3191,149.30002,1006.9032,734.67618
switch212,-10.3191,149.30002,1006.9032,734.67618
g210,-10.3191,149.30002,1006.9032,734.67618
_x23_background,204.39999,149.30002,700.79999,700.79999
g8,204.39999,149.30002,700.79999,700.79999
g6,204.39999,149.30002,700.79999,700.79999
circle4,204.39999,149.30002,700.79999,700.79999
_x23_wild_x28_have_x5B_leaf_x2C_sun_x2C_ground_x5D__x29_,-10.3191,174.5458,1006.9032,709.4304
g129,-10.3191,174.5458,1006.9032,709.4304
image11,-10.3191,174.5458,1006.9032,709.4304
g127,11.2,185.9,973.90001,675.5
g125,11.2,185.9,973.90001,675.5
g97,163.18821,211.42966,405.71179,504.67034
path13,278.9,217,38.3,99.1
path15,235.7,211.42966,44.9,55.47034
path17,360.9,310.8,34.8,103.8
path19,316.5,238,43.5,128.4
path21,189.3,301.7,147.6,54.5
path23,197.6,342.9,145.7,25.5
path25,345.4,278.1,38.6,122.1
path27,380.2,378.3,35.507434,151.6
path29,228.3,406,149.7,53.3
path31,195.3,212.9,84.1,54.8
path33,367,331.1,46,126.6
path35,188.65143,249.7,124.74857,66.6
path37,253.8,435.8,131.4094,97.8
path39,202.8,357.9,162.2,59.1
path41,509.2,391.3,52.1,99.2
path43,514.1,360.6,30.2,70.2
path45,485.6,531.2,80.8,67.8
path47,499.5,432.6,69.3,115.5
path49,402.4,399.5,105.4,136.2
path51,396.6,436.6,103.6,112.4
path53,490.4,490.7,78.5,93.5
path55,428.1,601.2,117.2,99.8
path57,384.79167,504.7,97.908333,136.6
path59,460.1,354.41761,53.540789,76.38239
path61,468.6,554.3,93.9,86.6
path63,422.4,363,90.2,126.9
path65,385.8,543.8,79.8,158.7
path67,385.4,451.4,112,148.9
path69,233.1,447.8,64.7,83.1
path71,190.8,447.58967,59.2,47.110328
path73,362.7,504.2,16.2,104.7
path75,276.8,455.6,64.3,114.2
path77,174,533.4,157.3,58.3
path79,194.7,563.8,146.4,40.5
path81,329.9,480.6,36.9,116.5
path83,404.9,559.5,29.535651,152.5
path85,243.5,613.1,158.9,49.6
path87,163.4,457.4,85.9,46.2
path89,378.8,519.6,30.7,125.8
path91,163.18821,497.5,133.41179,57.4
path93,276.8,649.3,154.4,66.8
path95,204.3,573.5,172.5,68
g117,11.2,572.8,973.90001,288.6
path99,19.3,708.8645,965.8,152.5355
path101,19.3,708.8645,965.8,152.5355
ellipse103,19.300018,668.80003,965.79999,152.2
path105,11.2,604.6,84.4,108.8
path107,95.6,603.4,94.1,110
path109,41.8,610.1,53.8,103.3
path111,95.6,572.8,108.8,140.6
path113,77.8,707.80653,44.509759,22.59675
path115,77.9,714.1,44.404964,16.103285
path119,303,598.3,282.9,89.474662
path121,303,609.6,282.9,89.474662
circle123,570.80003,185.9,182.2,182.2
_x23_man_x28_sit_x29_,298.17979,479.17594,151.64103,270.85296
g172,298.17979,479.17594,151.64103,270.85296
path132,331.63021,516.46919,85.94754,28.436295
path134,355.2,531.31291,37.926312,16.987093
path136,361.1,521.3,28.3,34.2
path138,361.1,521.3,28.3,34.2
path140,338.68773,686.63431,31.812267,29.281
path142,383.8747,678.60343,27.225914,34.397624
path144,298.17979,597.29569,151.64103,102.20431
path146,350.44325,490.84325,45.556745,45.656745
path148,335.2,534.9,81,93.027457
path150,323.45777,530.20132,35.642228,87.027291
path152,384.54873,525.05311,43.587806,77.407769
path154,338.37739,608.8886,36.765692,31.548899
path156,353.77401,537.4,30.825994,27.7
path158,335.90512,710.31743,42.640347,39.711475
path160,376.84536,703.7333,29.353293,38.812761
path162,343.075,479.17594,53.025,48.724056
path164,308.93917,546.28023,54.160825,77.41977
path166,375.1,542.02984,56.960825,60.36695
path168,330.93112,565.6,15.068882,34.4
path170,411,561.1,5.626013,18.339784
_x23_woman_x28_stand_x29_,653.50817,369.49412,142.86847,399.90588
g207,653.50817,369.49412,142.86847,399.90588
polygon175,763.3,524.1,17,16.9
path177,763.39289,450.33718,32.983752,81.862819
path179,689.71511,369.49412,84.534675,104.1129
path181,724.30395,414.31395,27.196045,31.586047
path183,724.30395,414.31395,27.196045,31.586047
polygon185,693.5,529.5,15.4,25.5
circle187,715.39999,386.49999,36.799999,36.799999
path189,682.6,429.13665,94.008163,80.563353
path191,669.49106,457.8372,32.634951,88.862805
path193,662.95992,498.4,130.34008,239.38575
ellipse195,715.50002,383.50001,39.799999,21.4
g205,653.50817,717.6,95.684057,51.8
polygon197,660.7,729.9,25.4,30.6
polygon199,733.7,717.6,13.2,32.6
path201,653.50817,733.1,38.391827,36.3
path203,731.6,728.48467,17.592229,29.015326
