图层_1,36.507284,192.71443,966.20792,734.78557
_x23_background,54.640794,192.71443,948.07441,586.60025
g8,54.640794,192.71443,948.07441,586.60025
g6,54.640794,192.71443,948.07441,586.60025
path4,54.640794,192.71443,948.07441,586.60025
_x23_accessory_x28_have_x5B_plant_x5D__x29_,304.8,754.4,663.6,173.1
g49,304.8,754.4,663.6,173.1
g47,304.8,754.4,663.6,173.1
ellipse11,656.90001,795.69995,148.39999,22.6
ellipse13,304.8,916.1,73.400002,11.4
ellipse15,538.69999,887.00002,73.400002,11.4
ellipse17,369.8,846.40005,73.400002,11.4
ellipse19,479.59999,812.69998,73.400002,11.4
path21,903.2218,754.4,30.850889,50.2
path23,903.5,754.4,30.528284,50.2
path25,930.2,762.79863,1.4,6.9013717
path27,930.68555,766.12268,6.4157641,3.8109327
path29,873.79965,754.4,30.839461,50.3
path31,873.79965,754.4,30.500346,50.2
path33,876.1,762.79863,1.4,6.9013717
path35,870.67359,766.12268,6.3408605,3.8109327
ellipse37,839.4,846.70005,129,19.799999
path39,870.28103,790,66.837908,66.7
polygon41,871,796.4,65.8,3.5
polygon43,871.6,801.4,64.6,3.5
polygon45,872.3,806.4,63.2,3.5
_x23_other_x28_have_x5B_bulletin_x5D__x29_,190.09941,363.9,740.20059,350.9
path52,190.09941,363.9,740.20059,350.9
g56,196.2,427.7,145.6,223.2
path54,196.2,427.7,145.6,223.2
g60,778.5,427.6,145.60064,223.3
path58,778.5,427.6,145.60064,223.3
g64,632.89999,427.60005,145.60001,223.3
rect62,632.89999,427.60005,145.60001,223.3
g68,487.20001,427.60005,145.60001,223.3
rect66,487.20001,427.60005,145.60001,223.3
g72,341.5,427.60005,145.60001,223.3
rect70,341.5,427.60005,145.60001,223.3
path74,422.2,516.3,4.2069052,10.3
path76,407.13189,522.23189,8.6681126,8.6681126
path78,432.93189,548.03189,8.5681126,8.6681126
path80,437.3,537.4,10.306905,4.2
path82,432.9,522.4,8.6,8.5
path84,381.12361,528.3,54.476391,33.9
g88,528.82375,520.44424,62.62282,37.755756
path86,528.82375,520.44424,62.62282,37.755756
g98,825.92375,518.04424,50.976248,42.57107
path90,853.65905,551.68713,8.10477,8.9281853
path92,847.35905,542.98469,7.981908,8.8306287
path94,841.05905,551.68713,8.00477,8.9281853
path96,825.92375,518.04424,50.976248,31.555756
g104,680.1,516.2455,51.222009,46.1545
path100,680.1,516.2455,51.222009,31.4545
polygon102,701.9,539,8,23.4
g124,245.6,515.99241,46.7,46.60759
path106,266.79241,515.99241,4.214495,10.30759
path108,245.6,537.2,10.3,4.2
path110,266.8,552.4,4.2069052,10.2
path112,282,537.2,10.3,4.2
path114,257.7,528.1,22.4,22.4
path116,254.1,524.36195,6.3,6.4380505
path118,254,548,6.4,6.3
path120,277.6,547.9,6.3,6.4
path122,277.5,524.5,6.4,6.3
path126,226.4,437.4,85,26
path128,371.9,437.4,85,26
path130,517.5,437.4,85,26
path132,663.1,437.4,85,26
path134,808.6,437.4,85,26
_x23_man_x28_stand_x2C_point_x5F_to_x29_,36.507284,232,326.7939,620.0371
path137,151.5,795.4,56.61232,45.449694
path139,72.982716,806.5,37.417284,45.537103
path141,296.725,500.6,66.576183,40.192194
path143,152.6,795.6,36.2,14.73877
path145,78.2,806.5,32.2,9.7080947
path147,65.765517,484.6,136.79757,330.20809
path149,140.7,291.78731,50.2,47.526975
polygon151,117,495.1,51.9,17.8
polygon153,117,495.1,51.9,17.8
path155,297.1,500.6,17.7,20.3
path157,290.3,498.8,24.050543,26.570383
path159,147.10228,291.75013,43.897717,26.621078
path161,143.2,245.89952,70.8,70.800478
path163,112.1,323.2,75.5,174.7
path165,128.1,330.9,46.7,176.3
path167,127.5,330.1,46.6,176.1
path169,165.9,327.1,19.600745,26.5
path171,165.9,326.3,19.600745,26.5
path173,138.71111,308,27.088889,34
path175,138.71111,307.3,27.088889,34
path177,290.3,498.8,23.4,24.2
path179,157.78367,334.9,44.679415,258.48091
path181,159.38367,329,153.81633,263.70604
path183,66.8,322.9,78.424595,260.59589
path185,36.507284,307.7,107.11731,275.09589
path187,50.065196,525.2,40.528538,50.099356
path189,78.514936,788.07401,34.685064,13.133571
path191,160.43913,770.6,25.760875,17.526461
path193,154.68984,728.9,27.010164,45.204206
path195,94.946914,714.9,7.0546737,27.715784
path197,114.5,571.2,25.002647,5.8732073
path199,121.1,583.4,15.3,3.9148234
path201,226.9,420.1,15.173395,6.8171444
path203,214.00154,449.46667,37.298461,5.8032341
path205,165.9,329.2,34.005442,129.1
path207,117.7,308.1,26.024595,133.6
path209,165.9,329.2,34.005442,129.1
path211,117.7,308.1,26.024595,133.6
circle213,166.00002,465.09995,5.8000002,5.8000002
circle215,163.00002,508.4,5.8000002,5.8000002
path217,143.2,246.10358,70.896422,49.996422
path219,134.07047,232,91.138953,64.62505
path221,48.2,530.7,11.6,7.7037344
path223,47.4,529.9,11.6,7.7037344
path225,37.5,441.1,42.6,95.5
path227,36.8,440.3,42.6,95.5
g235,134.6,251.7,91.209424,45.000364
path229,215.59429,251.7,10.215135,34.6
path231,139.8,260.46617,77.7,36.23419
path233,134.6,272.7,4.9,9.8
